| Caso | Precondicion | Estado |
| 2899 | que no disponga del check Norma 43 | KO |
| 2899 | Posea cuenta con | OK |
| 2899 | Con movimientos de transferencia | OK |
| 2900 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia tipo Empresa | OK |
| 2900 | que posea cuenta con | OK |
| 2900 | Con movimientos | OK |
| 2901 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia tipo Empresa con firma VTPC1 | OK |
| 2901 | Cuenta que posea movimientos mayor a 90 días | OK |
| 2902 | Disponer de una Tarjeta secundaria vinculada a un usuario con contrato de autónomo | OK |
| 2902 | Disponga de diversas cuentas | OK |
| 2902 | este usuario debe haber entrado como mínimo una vez en BSO | OK |
| 2904 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo autónomo dado de alta | OK |
| 2904 | Disponga de diversas cuentas | OK |
| 2904 | este usuario debe haber entrado como mínimo una vez en BSO | OK |
| 2905 | Disponer de una Tarjeta secundaria vinculada a un usuario con contrato empresa | OK |
| 2905 | Disponga de diversas cuentas y alguna de estas marcada a SIN ACCESO | KO |
| 2905 | este usuario debe haber entrado como mínimo una vez en BSO | OK |
| 2906 | Disponer de una Tarjeta secundaria vinculada a un usuario con contrato empresa | OK |
| 2906 | Disponga de diversas cuentas | OK |
| 2906 | este usuario debe haber entrado como mínimo una vez en BSO | OK |
| 2907 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia tipo Empresa | OK |
| 2907 | con órdenes de débito | KO |
| 2908 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo Empresa | OK |
| 2908 | que disponga de una cuenta de valores | KO |
| 2908 | Permisos de actuar | KO |
| 2908 | disponer de un usuario con tipo de firma vTPC1 o vTPC2 | OK |
| 2908 | Usuario sin TC | OK |
| 2909 | Usuario de Empresas/Autónomo - titular | KO |
| 2909 | Ficheros de transferencias SEPA nacional en formato txt 34.14 | KO |
| 2909 | NOTA: Según HUAT-76636, para que aparezca el link de descarga de justificante, es necesario que el fichero haya sido firmado por todas las personas que tengan que firmar el envío | KO |
| 2910 | Usuario de Empresas | OK |
| 2913 | Usuario con contrato de Banca a Distancia tipo Empresa con firma VTPC2 | OK |
| 2913 | de operativa Confirming | KO |
| 2913 | Disponer de fichero de Confirming Global para anular | KO |
| 2914 | Usuario con contrato de Banca a Distancia tipo Empresa (autonómo) con firma VTPC1 | OK |
| 2914 | de operativa Confirming | KO |
| 2914 | Disponer de fichero de Confirming Standar para anular | KO |
| 2915 | Disponer de un usuario que disponga de un contrato de banca a distancia de tipo Empresa | OK |
| 2915 | que disponga de un contrato de fondos de inversión | KO |
| 2915 | Sea un cliente que sea asesorado | KO |
| 2916 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo Empresa con tipo de firma VTPC1 | OK |
| 2916 | Contenga un contrato de fondos que este asesorado | KO |
| 2916 | El usuario debe disponer del TyC firmado | OK |
| 2917 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo Empresa | OK |
| 2917 | que tenga dado de alta un contrato de Fondos de inversión | KO |
| 2917 | y posea de varias cuentas a la vista | OK |
| 2918 | Disponer de un usuario que disponga de un contrato de banca a distancia de tipo Empresa | OK |
| 2918 | que disponga de un contrato de fondos de inversión | KO |
| 2918 | Sea un cliente que no este asesorada | KO |
| 2920 | Disponer de un usuario que tenga un contrato de banca a distancia tipo empresa | OK |
| 2920 | Disponga de fondos de inversión de empresa ya dados de alta | KO |
| 2921 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo Empresa | OK |
| 2921 | Disponga de cuenta de efectivo disponible y acceso al servicio de Sabadell forex | KO |
| 2921 | el autorizado debe tener un contrato de avisos y alertas dado de alta de empresa | OK |
| 2921 | disponer de un usuario con tipo de firma VTPC1 o VTPC2 | OK |
| 2922 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo Empresa | OK |
| 2922 | Disponga de cuenta de efectivo disponible y acceso al servicio de Sabadell forex | KO |
| 2922 | el autorizado debe tener un contrato de avisos y alertas dado de alta de empresa | OK |
| 2922 | disponer de un usuario con tipo de firma VTPC1 | OK |
| 2923 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo Empresa | OK |
| 2923 | Disponga de cuenta de efectivo disponible y acceso al servicio de Sabadell forex | KO |
| 2923 | el autorizado debe tener un contrato de avisos y alertas dado de alta de empresa | OK |
| 2923 | disponer de un usuario con tipo de firma VTPC2 | OK |
| 2925 | Disponer de acceso a UAT | KO |
| 2927 | Acceso a BSO | OK |
| 2927 | Usuario con contrato de banca a distancia de tipo Empresa | OK |
| 2928 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Empresa | OK |
| 2929 | Disponer de un usuario que contenga un contrato de tipo Empresa con firma VTPC1 | OK |
| 2929 | que se le haya reeimprimido el PIN desde SIBIS para poder simular Login por primera conexión | KO |
| 2930 | Disponer de un usuario que contenga un contrato de tipo Autonomo con firma VTPC2 | OK |
| 2930 | que se le haya reeimprimido el PIN desde SIBIS para poder simular Login por primera conexión | KO |
| 2931 | Disponer de un usuario que contenga un contrato de banca a distancia Empresas | OK |
| 2931 | que tenga una tarjeta secundaria dada de alta y vigente | OK |
| 2932 | Disponer de esta URL que es un simulador para poder realizar esta prueba y localizar un Usuario con contraro de banca a distancia Empresa y firma VTPC2 para realizar la prueba http://preweb.proteo.bancsabadell.com/proteo-moduloFirmaBV/?urlOK=http%3A%2F%2Fwww.google.cat%2F%3Fq%3Dok&urlKO=http%3A%2F%2Fwww.google.com%2F%3Fq%3Dko&idApp=TES&entidad=0081&ro=0901&tipoFirma=N&key=12345678911234567891&servicio=3&indRiesgo=S&idioma=08&entorn=http%3A%2F%2Fpreweb.proteo.bancsabadell.com%2Fproteo-moduloFirmaBV%2F&usuarioSesion=g023751&numper=22297630&codeTransaccion=VFIT | OK |
| 2933 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa con Firma VTPC2 | OK |
| 2933 | que disponga de tarjetas | OK |
| 2934 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa con Firma VTPC2 | OK |
| 2934 | que diponga de tarjetas | OK |
| 2935 | Disponer de un usuario autonomo con una LIPO vigente sin deterioro, ni caducidad próxima y con disponible superior al mínimo de disposición | KO |
| 2936 | Disponer de un usuario autonomo con varias LIPOs y al menos una vigente sin deterioro, ni caducidad próxima y con disponible superior al mínimo de disposición | KO |
| 2937 | Disponer de un usuario autonomo con varias LIPOs y al menos una vigente sin deterioro, ni caducidad próxima y con disponible superior al mínimo de disposición | KO |
| 2938 | Disponer de un usuario autonomo con varias LIPOs y al menos una vigente sin deterioro, ni caducidad próxima y con disponible superior al mínimo de disposición | KO |
| 2939 | Disponer de un usuario autónomo con LIPO contratada y disposiciones realizadas con cuotas pendientes para realizar la amortización | KO |
| 2940 | Disponer de un usuario BS con contrato de banca a distancia Empresa | OK |
| 2940 | Disponga de un usuario consultivo vigente | KO |
| 2941 | Disponer de un usuario BS con contrato de banca a distancia Empresa | OK |
| 2941 | Disponga de una tarjeta secundaria vigente | OK |
| 2942 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa | OK |
| 2942 | que disponga de préstamo preconcedidos microempresa | KO |
| 2943 | Disponer de un usuario con contratos banca a distancia Particular y Empresa donde esté marcado "Ver cuentas particulares" | OK |
| 2943 | Debe disponer por lo menos de una cuenta asociada | OK |
| 2943 | El usuario debe disponer de prestamos incorporados con destino profesional donde conste como autorizado | KO |
| 2944 | Usuario con contrato de banca distancia autónomo (empresas) | OK |
| 2944 | con préstamo preconcedido con único titular (bureau S) | KO |
| 2944 | y una única cuenta | OK |
| 2945 | Usuario con contrato de banca distancia autónomo (empresas) | OK |
| 2945 | con préstamo preconcedido con único titular (bureau S) | KO |
| 2945 | y varias cuentas | OK |
| 2946 | Usuario con contrato de banca distancia autónomo (empresas) | OK |
| 2946 | con préstamo preconcedido con dos titulares (bureau S) | KO |
| 2946 | y varias cuentas (una cuenta con un único titular y otra cuenta con los dos titulares) | OK |
| 2947 | Usuario con contrato de banca distancia autónomo (empresas) | OK |
| 2947 | con varios préstamos preconcedido (bureau S ? un préstamo con un titular y otro préstamo con varios titulares) | KO |
| 2947 | y varias cuentas (una cuenta con un único titular y otra cuenta con los dos titulares) | OK |
| 2948 | Disponer de un usuario que disponga de un contrato de banca a distancia empresas | OK |
| 2948 | Dispongan de tarjetas activas para poder bloquear dicha tarjeta | OK |
| 2949 | Usuario con contrato de banca distancia de Empresa que pueda acceder desde el segmento de Empresa | OK |
| 2949 | Disponga de tarjetas con movimientos | OK |
| 2950 | Debe ser del tipo empresa | OK |
| 2950 | y no debe de tener ningun TPV contratado | KO |
| 2953 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa con firma VTPC2 | OK |
| 2953 | que disponga de al menos una cuenta que tenga saldo | OK |
| 2954 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa con firma VTPC1 | OK |
| 2954 | que disponga de al menos una cuenta vista con saldo para poder realizar una transferencia | OK |
| 2955 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa con firma VTPC1 | OK |
| 2955 | y disponer de una cuenta del grupo en Divisa y otra en Euro | KO |
| 2956 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa con firma VTPC1 | OK |
| 2956 | que disponga de al menos 2 cuentas en divisa distinta a EUR | OK |
| 2958 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo Empresa con firma VTPC1 | OK |
| 2958 | que disponga de alguna cuenta vista con saldo | OK |
| 2959 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo Empresa con firma VTPC2 | OK |
| 2959 | que disponga de alguna cuenta vista con saldo | OK |
| 2960 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa con Firma VTPC2 | OK |
| 2960 | Al menos disponga de una cuenta con saldo | OK |
| 2961 | Usuario con contrato de banca a distancia de Tipo Empresa | OK |
| 2961 | Nota: Consulta el texto descargado en español | KO |
| 2964 | Usuario con contrato de banca a distancia de tipo empresa | OK |
| 2967 | Disponer de una tarjeta secundaria con una cuenta con dinero que pueda realizar transferencias internacionales | OK |
| 2968 | Disponer de una tarjeta secundaria con una cuenta con dinero que pueda realizar transferencias internacionales inmediatas | OK |
| 2969 | Disponer de un usuario consultivo con una cuenta con dinero que pueda realizar transferencias nacionales Grupo BS | KO |
| 2970 | Disponer de un usuario consultivo con una cuenta con dinero que pueda realizar transferencias internacionales | KO |
| 2970 | Disponer también del usuario empresa original perteneciente al usuario consultivo | KO |
| 2972 | Disponer de un usuario consultivo con una cuenta con dinero que pueda realizar transferencias nacionales Grupo BS | KO |
| 2972 | Disponer también del usuario empresa original perteneciente al usuario consultivo | KO |
| 2973 | Disponer de un usuario que disponga de un contrato de banca a distancia tipo Empresa | OK |
| 2973 | que tenga beneficiarios guardados | KO |
| 2973 | con firma VTPC2 | OK |
| 2977 | Tener usuario Empresa | OK |
| 2977 | Tener un beneficiario creado desde Unificación de Transferencias | KO |
| 2978 | Disponer de una tarjeta secundaria con dos cuentas con dinero que puedan realizar traspasos (deben ser ambas cuentas de la misma titularidad) | OK |
| 2979 | Disponer de un usuario consultivo con dos cuentas con dinero que puedan realizar traspasos (deben ser ambas cuentas de la misma titularidad) | KO |
| 2979 | Disponer también del usuario empresa original perteneciente al usuario consultivo | KO |
| 2980 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo Empresa | OK |
| 2980 | que disponga de al menos una cuenta de valores | KO |
| 2980 | De al menos cuenta vista asociada | OK |
| 2980 | Cumpla con los requisitos para poder operar dentro del mercado de Valores | KO |
| 2980 | Debe disponer de valores con títulos ya comprados en mercado internacional y que se encuentren disponibles para la venta | KO |
| 2981 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Empresa | OK |
| 2981 | Sea accionista para poder realizar la operativa | KO |
| 2981 | esta prueba solo se podrá ejecutar en periodos que este abierto el plazo para la delegación de voto | KO |
| 2982 | Usuario que tenga dado de alta un contrato de banca a distancia de tipo Empresa vTPC2 | OK |
| 2982 | El usuario debe disponer de al menos una Cuenta de Valores (CCV) operativa y activa | KO |
| 2982 | y cumplir con los requisitos para poder operar dentro del mercado de Valores | KO |
| 2982 | La CCV debe tener al menos una Cuenta Corriente (CCC) asociada con saldo disponible suficiente (No pueden ser de firma conjunta, o de un tipo de producto que no se pueda asociar a un contrato de valores, o tratarse de un ordenante que sea menor/no-residente español/discapacitado/autorizado/etc.) | KO |
| 2983 | Usuario que tenga dado de alta un contrato de banca a distancia de tipo Empresa vTPC2 | OK |
| 2983 | El usuario debe disponer de al menos una Cuenta de Valores (CCV) operativa y activa | KO |
| 2983 | y cumplir con los requisitos para poder operar dentro del mercado internacional de Valores | KO |
| 2983 | La CCV debe tener al menos una Cuenta Corriente (CCC) asociada con saldo disponible suficiente (No pueden ser de firma conjunta, o de un tipo de producto que no se pueda asociar a un contrato de valores, o tratarse de un ordenante que sea menor/no-residente español/discapacitado/autorizado/etc.) | KO |
| 2984 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo Empresa con firma vTPC2 | OK |
| 2984 | que disponga de al menos una cuenta de valores | KO |
| 2984 | De al menos cuenta vista asociada | OK |
| 2984 | Cumpla con los requisitos para poder operar dentro del mercado de Valores | KO |
| 2984 | Debe disponer de valores con títulos ya comprados en mercado nacional y que se encuentren disponibles para la venta | KO |
| 2985 | Disponer de un usuario que contenga un contrato de banca a distancia empresa | OK |
| 2985 | que disponga de contrato de valores y de movimientos y órdenes en divisa euro y diferente a euro | KO |
| 2985 | disponga de órdenes pendientes y órdenes ejecutadas | KO |
| 2986 | Disponer de un usuario que contenga un contrato de banca a distancia empresa | OK |
| 2986 | que disponga de contrato de valores y de movimientos y órdenes en divisa euro y diferente a euro | KO |
| 2986 | disponga de órdenes pendientes, órdenes ejecutadas y finalizadas | KO |
| 2988 | Usuario con Acceso a Banca distancia EMPRESA (minorista) | OK |
| 2988 | con cuenta de valores | KO |
| 2988 | y test de conveniencia con resultado Conveniente | KO |
| 2988 | e intención de compra de activo ETF con doc KID vinculado | KO |
| 2989 | Usuario con Acceso a Banca distancia EMPRESA (minorista) | OK |
| 2989 | con cuenta de valores | KO |
| 2989 | y test de conveniencia con resultado NO Conveniente | KO |
| 2989 | e intención de compra de activo ETF con doc KID vinculado | KO |
| 2990 | Usuario con Acceso a Banca distancia EMPRESA (minorista) | OK |
| 2990 | con cuenta de valores | KO |
| 2990 | y test de conveniencia NO COMPLETADO | KO |
| 2990 | e intención de compra de activo ETF con doc KID vinculado | KO |
| 2991 | Usuario con Acceso a Banca distancia EMPRESA (profesional per se) | OK |
| 2991 | con cuenta de valores | KO |
| 2991 | e intención de compra de activo ETF con doc KID vinculado | KO |
| 2992 | Usuario con Acceso a Banca distancia EMPRESA (profesional por solicitud) | OK |
| 2992 | con cuenta de valores | KO |
| 2992 | e intención de compra de activo ETF con doc KID vinculado | KO |
| 2993 | Usuario con Acceso a Banca distancia EMPRESA (contraparte elegible) | OK |
| 2993 | con cuenta de valores | KO |
| 2993 | e intención de compra de activo ETF con doc KID vinculado | KO |
| 2994 | Usuario con Acceso a Banca distancia EMPRESA (minorista) | OK |
| 2994 | con cuenta de valores | KO |
| 2994 | y test de conveniencia con resultado Conveniente | KO |
| 2994 | e intención de compra de activo ETF SIN doc KID vinculado | KO |
| 2995 | Usuario con Acceso a Banca distancia EMPRESA (profesional per se) | OK |
| 2995 | con cuenta de valores | KO |
| 2995 | e intención de compra de activo ETF SIN doc KID vinculado | KO |
| 2996 | Disponer de un usuario EMPRESA PROFESIONAL que disponga de un contrato de Banca a distancia tipo con un contrato de valores y disponga de cuentas vista | OK |
| 3118 | El usuario debe de cumplir las condiciones para poder contratar un Preco | KO |
| 3119 | El usuario debe de cumplir las condiciones para poder contratar un Preco | KO |
| 3120 | Disponer de un usuario particular que se le muestre un banner de renta | KO |
| 3121 | Disponer de usuario Empresa no existente en la lista Robinson | KO |
| 3122 | Disponer de un usuario particular que se le muestre un banner de renta | KO |
| 3123 | Disponer de un usuario particular que se le muestre un banner de openBR | KO |
| 3124 | Disponer de usuario Particular que se le muestre un banner de Línea de Expansión | KO |
| 3125 | Disponer de un usuario particular que se le muestre un banner de Universal Link | KO |
| 3126 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular con varias cuentas sin cuenta online | OK |
| 3126 | y disponer de alguna domiciliación en una de estas cuentas | KO |
| 3127 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular con varias cuentas y sin cuenta online | OK |
| 3128 | Usuario cuenta online que tenga dado de alta un contrato de banca a distancia de tipo Particular con varias cuentas | OK |
| 3129 | Usuario con cuenta online que tenga dado de alta un contrato de banca a distancia de tipo Particular online con varias tarjetas | OK |
| 3130 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular con unica cuenta | OK |
| 3131 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular regular con varias cuentas sin cuenta online | OK |
| 3132 | Usuario cuenta online que tenga dado de alta un contrato de banca a distancia de tipo Particular con unica tarjeta | OK |
| 3133 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular sin tarjetas y sin cuenta online | OK |
| 3134 | Usuario con cuenta online que tenga dado de alta un contrato de banca a distancia de tipo Particular sin tarjetas | OK |
| 3135 | Disponer de un susuario con un contrato de banca a distancia particular | OK |
| 3135 | Usuario debe tener tipo de firma vTPC2 | OK |
| 3135 | Usuario con al menos una Tarjeta y con saldo disponible para la compra | OK |
| 3136 | Disponer de un susuario con un contrato de banca a distancia empresa | OK |
| 3136 | Usuario debe tener tipo de firma vTPC1 | OK |
| 3136 | Usuario con al menos una tarjeta activa y con saldo disponible para la compra | OK |
| 3137 | Disponer de un usuario empresa con contrato de banca a distancia | OK |
| 3137 | Debe disponer por lo menos de una cuenta asociada | OK |
| 3137 | La cuenta de que dispone debe de tener por lo menos un recibo pagado y que se haya solicitado su devolución recientemente | KO |
| 3138 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular VTPC1 | OK |
| 3138 | Debe tener cuentas a la vista | OK |
| 3138 | Disponer de un usuario enrolado en BIZUM | KO |
| 3138 | El usuario debe tener contactos asociados a su número de teléfono | KO |
| 3138 | Debe tener saldo suficiente en la cuenta para realizar la operación | OK |
| 3139 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular | OK |
| 3139 | Debe tener cuentas a la vista | OK |
| 3139 | Disponer de un usuario enrolado en BIZUM | KO |
| 3139 | El usuario debe tener contactos asociados a su número de teléfono | KO |
| 3139 | Debe tener saldo suficiente en la cuenta para realizar la operación | OK |
| 3140 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular | OK |
| 3140 | Debe tener cuentas a la vista | OK |
| 3140 | Disponer de un usuario enrolado en BIZUM | KO |
| 3140 | Contacto con número mal guardado ejemplo *012* | KO |
| 3141 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular | OK |
| 3141 | Debe tener cuentas a la vista | OK |
| 3141 | Disponer de un usuario enrolado en BIZUM | KO |
| 3141 | Disponer de 5 contactos en el listado asociados a bizum | KO |
| 3142 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular VTPC1 | OK |
| 3142 | Debe tener cuentas a la vista | OK |
| 3142 | Disponer de un usuario enrolado en BIZUM | KO |
| 3142 | El usuario debe tener contactos asociados a su número de teléfono | KO |
| 3142 | Debe tener saldo suficiente en la cuenta para realizar la operación | OK |
| 3143 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular | OK |
| 3143 | Debe tener cuentas a la vista | OK |
| 3143 | Disponer de una solo cuenta | OK |
| 3143 | En caso de no estar asociado a bizum dar de alta | KO |
| 3144 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular | OK |
| 3144 | Debe tener cuentas a la vista | OK |
| 3144 | Disponer de un usuario enrolado en BIZUM | KO |
| 3144 | El usuario debe tener contactos asociados a su número de teléfono | KO |
| 3145 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular | OK |
| 3145 | Debe tener cuentas a la vista | OK |
| 3145 | Disponer de un usuario enrolado en BIZUM | KO |
| 3145 | Disponer de cuenta asociada a bizum | KO |
| 3146 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular | OK |
| 3146 | Debe tener cuentas a la vista | OK |
| 3146 | Disponer de un usuario enrolado en BIZUM | KO |
| 3146 | Disponer de cuenta asociada a bizum | KO |
| 3146 | El usuario debe tener una solicitud pendiente a gestionar | KO |
| 3147 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular | OK |
| 3147 | Debe tener cuentas a la vista | OK |
| 3147 | Disponer de un usuario enrolado en BIZUM | KO |
| 3147 | Disponer de cuenta asociada a bizum | KO |
| 3147 | El usuario debe tener en sus movimientos una solicitud de dinero recibida | KO |
| 3150 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular | OK |
| 3150 | Debe tener cuentas a la vista | OK |
| 3150 | Disponer de un usuario enrolado en BIZUM | KO |
| 3150 | Disponer de cuenta asociada a bizum | KO |
| 3150 | El usuario debe tener en sus movimientos una solicitud de dinero recibida rechazada anteriormente | KO |
| 3153 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular VTPC1 | OK |
| 3153 | Debe tener cuentas a la vista y enrolado en BIZUM | OK |
| 3153 | Debe tener saldo suficiente en la cuenta para realizar la operación | OK |
| 3153 | Disponer de otro usuario enrolado en BIZUM con teléfono extranjero cuyo contacto está guardado en la agenda | KO |
| 3154 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo Particular VTPC1 | OK |
| 3154 | Debe tener cuentas a la vista y enrolado en BIZUM | OK |
| 3154 | Debe tener saldo suficiente en la cuenta para realizar la operación | OK |
| 3154 | Disponer de otro usuario enrolado en BIZUM con teléfono extranjero cuyo contacto no está guardado en la agenda | KO |
| 3155 | Disponer de un usuario que tenga dado de alta un contrato de banca a distancia de tipo particular | OK |
| 3155 | que disponga de varias cuentas en Euro en positivo y en negativo y otras divisas con al menos una de ellas con | OK |
| 3155 | Con movimientos | OK |
| 3156 | Disponer de un usuario particular de banca a distancia con tarjeta de débito | OK |
| 3157 | Disponer de un usuario que contenga un contrato de Banca a distancia tipo Particular con firma VTPC2 | OK |
| 3157 | que disponga de movimientos de mas de 90 dias en una cuenta | OK |
| 3158 | Un usuario particular de banca a distancia y con el indicador "canSplit" activado tendrá la opción de dividir el movimiento | OK |
| 3159 | Disponer de un usuario particular que tenga tarjeta de débito y dado de alta en bizum | OK |
| 3160 | Disponer de un usuario particular que tenga tarjetas de crédito y que no esté dado de alta en bizum | OK |
| 3161 | Disponer de un usuario particular que tenga tarjetas de débito y que no esté dado de alta en bizum | OK |
| 3162 | Usuario particular con firma vTPC1 o vTPC2 | OK |
| 3162 | Con Tarjetas Mixta de beneficiarUAT_iOS | KO |
| 3163 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Particular con tipo de firma VTPC1 | OK |
| 3163 | que disponga de al menos una cuenta con fondos | OK |
| 3170 | Disponer de usuario Particular con Tarjeta Preconcedida | OK |
| 3171 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular | OK |
| 3171 | El usuario no debe tener ninguna tarjeta dada de alta | OK |
| 3171 | Scoring preconcedido >3000 | KO |
| 3173 | Disponer de un susuario con un contrato de banca a distancia particular | OK |
| 3173 | Usuario debe tener tipo de firma vTPC1 | OK |
| 3173 | Usuario con al menos una tarjeta activa y con saldo disponible para la compra | OK |
| 3177 | Disponer de un usuario que tenga uno o varUAT_iOS movimientos de instant money que pueda anular | KO |
| 3177 | teniendo el alta en bizum correctamente configurada (necesaria para acceder a los últimos movimientos a anular) | KO |
| 3177 | Disponer de un usuario particular que tenga varias tarjetas y que al menos tenga una tarjeta asociada a una cuenta con | OK |
| 3177 | Con movimientos | OK |
| 3177 | Disponer de un contrato de Instant Money dado de alta para el usuario | KO |
| 3177 | Disponer de avisos y alertas dados de alta para la tarjeta seleccionada | OK |
| 3193 | Tener un usuario con contrato de banca a distancia Particular VTPC1 | OK |
| 3193 | y dispositivo no enrolado | KO |
| 3201 | Disponer de un usuario que contenga un contrato de banca a distancia de tipo Particular con firma VTPC1 | OK |
| 3201 | que disponga de cuenta corriente con saldo y sin trabas | OK |
| 3202 | Disponer de un usuario que contenga un contrato de banca a distancia tipo Particular con el tipo de firma VTPC1 | OK |
| 3202 | que disponga de al menos una cuenta con fondos | OK |
| 3204 | Disponer de un usuario que disponga de un contrato de banca a distancia Particular con cuenta de valores | OK |
| 3205 | Disponer de un usuario que disponga de un contrato de banca a distancia Particular con cuenta de valores | OK |
| 3208 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo particular | OK |
| 3208 | que tenga un scoring igual o superior a 4300 | KO |
| 3208 | y pueda solicitar nueva tarjeta por el flujo de Instant Selling | KO |
| 3210 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo particular | OK |
| 3210 | que tenga Scoring | KO |
| 3210 | y pueda solicitar nueva tarjeta por el flujo de Instant Selling | KO |
| 3213 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo autónomo | OK |
| 3213 | que tenga Scoring | KO |
| 3213 | y pueda solicitar nuevas tarjetas por el flujo de Instant Selling | KO |
| 3214 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo empresa | OK |
| 3214 | que tenga Scoring | KO |
| 3214 | y pueda solicitar nueva tarjeta por el flujo de Instant Selling | KO |
| 3218 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo empresas | OK |
| 3218 | que no tenga scoring | KO |
| 3218 | No sea cliente onbording | KO |
| 3219 | Disponer de un usuario que tenga un contrato de banca a distancia de tipo autónomo | OK |
| 3219 | que tenga Scoring | KO |
| 3219 | y pueda solicitar nueva tarjeta por el flujo de Instant Selling | KO |
| 3221 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular | OK |
| 3221 | Descripcion: Esta prueba valida la redireccion al funnel P4 para la contratacion de tarjetas desde el Pre-login | KO |
| 3222 | Disponer de un cliente que tenga un contrato de banca a distancia de tipo Particular | OK |
| 3222 | que no tenga un Push activo | KO |
| 3223 | Tener un usuario de tipo particular que tenga cuentas asociadas | OK |
| 3223 | y tener Fingerprint activado | KO |
| 3224 | Disponer de un usuario con contrato de banca a distancia de tipo particular | OK |
| 3224 | con contrato de avisos y alertas activo | OK |
| 3224 | con las notificaciones activas en BSM y los permisos de notificaciones desactivados en el dispositivo | OK |
| 3225 | Disponer de usuario con banca a distancia Particular | OK |
| 3225 | Disponer de dispositivo con proxy activado | KO |
| 3225 | y firma digital enrolada en la app | OK |
| 3226 | Disponer de usuario con banca a distancia Particular | OK |
| 3226 | Disponer de dispositivo con proxy activado | KO |
| 3228 | El usuario debe de cumplir las condiciones para poder contratar una línea de expansión | KO |
| 3229 | El usuario debe de cumplir las condiciones para poder contratar una línea de expansión | KO |
| 3231 | El usuario debe de cumplir las condiciones para poder contratar un Preco | KO |
| 3232 | Disponer de usuario Particular con oferta de Línea de Crédito y sin oferta de Préstamo Preconcedido | KO |
| 3233 | Disponer de usuario Particular con oferta de Préstamo Preconcedido | KO |
| 3234 | Disponer de usuario Particular que haya iniciado anteriormente el flujo de Préstamo Sabadell (PEXDI), pero no lo haya completado Recovery de Préstamo PEXDI se muestra si: Variable de personalización posisición 148= 01 y Posición 9 del indipers = 1,2,3,4,5 | KO |
| 3235 | Disponer de usuario Particular | OK |
| 3236 | Disponer de usuario Particular sin Seguros | KO |
| 3237 | Disponer de usuario Particular sin productos de Ahorro - Inversión | KO |
| 3238 | Usuario regular que tenga dado de alta un contrato de banca a distancia de tipo Particular | OK |
| 3238 | El usuario no debe tener ninguna tarjeta dada de alta | OK |
